0	1	1
0	5	3
0	13	1
0	18	1
1	5	5
1	7	3
1	13	5
1	14	11
1	16	1
1	19	1
1	20	1
2	3	1
2	4	1
2	13	5
2	14	3
2	19	2
2	24	1
2	28	2
2	32	1
3	5	4
3	13	5
3	14	5
3	16	1
3	20	1
3	24	1
3	28	1
3	36	1
4	1	2
4	5	15
4	7	2
4	13	4
4	14	1
4	19	3
4	20	7
4	24	4
4	25	1
4	28	1
4	32	3
4	36	1
5	1	11
5	2	2
5	3	10
5	4	24
5	6	2
5	7	59
5	8	6
5	9	1
5	10	1
5	11	12
5	12	2
5	13	98
5	14	92
5	16	5
5	18	2
5	19	47
5	20	83
5	24	90
5	25	1
5	26	2
5	28	3
5	30	2
5	32	11
5	34	1
5	35	1
5	36	26
5	38	2
6	1	1
6	5	11
6	7	1
6	11	1
6	12	1
6	13	16
6	14	9
6	16	1
6	18	1
6	19	5
6	20	3
6	24	2
6	26	1
6	32	2
6	36	5
6	38	1
7	4	1
7	5	10
7	6	1
7	8	1
7	10	4
7	11	1
7	13	24
7	14	24
7	15	1
7	16	1
7	19	9
7	20	16
7	24	1
7	25	1
7	30	1
7	32	4
7	36	2
8	1	3
8	5	3
8	7	1
8	13	13
8	14	15
8	16	2
8	19	10
8	20	51
8	24	1
8	28	1
8	32	2
9	14	1
9	20	1
9	28	1
9	36	1
10	1	2
10	4	1
10	5	8
10	7	11
10	11	1
10	13	5
10	14	7
10	16	1
10	18	1
10	19	1
10	20	1
10	26	1
10	32	2
11	1	1
11	3	2
11	5	25
11	7	7
11	8	1
11	12	1
11	13	53
11	14	25
11	16	1
11	19	10
11	20	18
11	24	8
11	25	1
11	26	1
11	32	7
11	35	1
11	36	8
11	37	1
11	38	3
12	1	1
12	3	2
12	5	20
12	6	1
12	7	4
12	11	1
12	13	17
12	14	3
12	16	3
12	19	5
12	20	2
12	24	4
12	25	1
12	26	1
12	28	1
12	30	1
12	32	4
12	37	1
13	1	7
13	3	8
13	4	4
13	5	87
13	7	52
13	8	11
13	9	2
13	10	3
13	11	4
13	14	59
13	15	1
13	16	7
13	19	64
13	20	111
13	24	27
13	25	1
13	26	1
13	27	1
13	28	3
13	30	5
13	32	10
13	33	1
13	35	2
13	36	4
13	38	1
14	1	12
14	2	2
14	3	5
14	4	7
14	5	86
14	6	9
14	7	95
14	8	12
14	9	1
14	10	5
14	11	14
14	12	1
14	12	1
14	13	114
14	16	23
14	18	1
14	19	65
14	20	143
14	24	62
14	25	1
14	26	1
14	27	1
14	28	5
14	30	24
14	31	2
14	32	15
14	33	2
14	34	1
14	35	4
14	36	32
14	38	2
14	39	5
15	11	1
16	3	4
16	4	2
16	5	10
16	7	6
16	8	3
16	11	1
16	13	36
16	14	13
16	19	13
16	20	15
16	24	4
16	28	1
16	30	2
16	32	2
17	32	1
18	14	4
18	20	1
19	1	3
19	2	1
19	3	8
19	4	4
19	5	91
19	6	3
19	7	56
19	8	8
19	9	1
19	11	6
19	12	2
19	13	147
19	14	78
19	16	9
19	20	121
19	24	93
19	25	1
19	26	3
19	28	8
19	30	4
19	32	14
19	33	2
19	36	19
19	38	2
19	39	4
20	1	5
20	3	4
20	4	4
20	5	43
20	7	64
20	8	7
20	10	2
20	11	4
20	13	97
20	14	63
20	15	1
20	16	7
20	19	48
20	24	31
20	25	1
20	26	1
20	28	1
20	30	11
20	32	10
20	33	1
20	36	3
20	37	1
20	38	1
20	39	1
21	7	1
22	1	1
22	13	1
22	24	1
22	36	1
23	24	1
23	36	1
24	1	1
24	2	1
24	3	8
24	4	5
24	5	82
24	6	1
24	7	7
24	8	6
24	11	11
24	12	1
24	13	104
24	14	61
24	16	4
24	19	46
24	20	111
24	22	2
24	25	1
24	26	4
24	27	1
24	28	1
24	30	3
24	32	3
24	35	1
24	36	6
24	38	3
25	14	1
25	20	3
25	24	2
26	19	1
26	20	1
26	24	20
26	30	3
27	13	1
28	9	2
28	13	2
28	14	1
28	19	1
29	26	1
30	1	3
30	5	9
30	7	3
30	8	5
30	11	1
30	13	25
30	14	6
30	19	1
30	20	22
30	24	3
30	26	2
30	28	1
31	13	1
31	14	3
32	3	1
32	5	8
32	6	1
32	7	8
32	10	1
32	13	12
32	14	6
32	16	1
32	19	4
32	20	7
32	24	4
32	28	1
33	13	2
33	36	1
34	1	1
34	4	1
34	5	2
34	7	1
34	24	6
35	5	1
35	11	1
35	13	6
35	14	5
35	19	1
35	24	1
36	1	1
36	4	1
36	5	7
36	7	3
36	14	2
36	19	1
36	22	1
36	24	5
36	32	1
37	14	2
38	3	2
38	5	2
38	7	2
38	13	19
38	14	3
38	16	1
38	19	6
38	20	3
38	28	2
38	39	1
39	13	2
39	14	1
39	30	1
